campaign_type,platform,region,device,age_group,season,campaign_date,budget,impressions,clicks,likes,shares,comments,leads,conversions,customer_rating,revenue,spend,profit,roi,bounce_rate,session_duration_sec
social media,linkedin,north,tablet,18-24,monsoon,2025-11-29,101303.0,1123085,23389,31619,3657,2413,3407,450,4.6,1516717.11,81553.23,1435163.88,1759.79,50.04,170.0
affiliate,youtube,east,desktop,35-44,summer,2023-05-16,54630.0,289445,9561,14040,2362,424,1525,514,4.7,4594323.98,59854.74,4534469.24,7575.79,32.45,297.0
email,instagram,east,desktop,25-34,summer,2023-12-31,135835.0,2382843,68892,96553,13247,5374,21111,5991,3.6,33169360.28,139510.28,33029850.0,23675.57,27.31,130.0
affiliate,linkedin,south,tablet,55+,summer,2025-01-27,37496.0,470646,11314,12563,1146,1541,1104,86,5.0,298394.2,30403.84,267990.36,881.44,52.79,235.0
search,x,west,desktop,18-24,winter,2024-02-04,75460.0,545442,19044,30782,1888,2929,3725,864,4.0,8676118.96,65719.91,8610399.05,13101.66,79.35,224.0
social media,youtube,north,mobile,55+,festive,2024-03-31,25957.0,374483,7678,3733,736,174,1085,293,4.5,1697130.38,21933.48,1675196.9,7637.62,38.21,261.0
influencer,youtube,north,tablet,55+,winter,2025-09-30,171470.0,2986584,86244,80125,7324,3048,19695,2305,3.2,24151755.66,140535.14,24011220.52,17085.56,69.51,197.0
social media,instagram,south,desktop,35-44,winter,2023-09-23,61449.0,819948,31175,49648,7147,1912,10891,1047,4.4,2877900.01,56160.24,2821739.77,5024.44,54.55,67.0
email,youtube,central,desktop,18-24,summer,2024-09-26,132139.0,1222427,47437,54851,11630,6789,9079,725,4.4,6311819.21,106133.53,6205685.68,5847.05,32.73,57.0
email,youtube,central,desktop,55+,winter,2025-12-13,95066.0,1112910,24540,36404,5748,2181,4113,1227,3.7,8530671.99,77520.75,8453151.24,10904.37,38.89,175.0
affiliate,linkedin,east,mobile,55+,monsoon,2023-11-24,220978.0,1326886,35153,47202,6421,3813,5966,714,4.2,3976102.14,208628.43,3767473.71,1805.83,65.75,161.0
search,x,west,tablet,55+,festive,2025-04-08,188131.0,4148942,98445,100235,11942,9247,13830,3511,4.3,22691493.6,154409.69,22537083.91,14595.64,78.1,282.0
email,x,east,mobile,35-44,summer,2025-05-12,66964.0,639550,20240,34398,3678,2212,4330,1152,3.3,7011443.42,63735.85,6947707.57,10900.78,23.36,359.0
social media,facebook,north,mobile,45-54,winter,2023-06-13,12846.0,68237,1267,2049,467,86,189,11,3.2,122262.57,13583.55,108679.02,800.08,64.34,153.0
influencer,x,east,tablet,55+,winter,2023-01-12,82913.0,1158938,34449,20353,3446,2940,7890,1384,3.7,11780732.36,67022.88,11713709.48,17477.18,77.02,265.0
affiliate,facebook,south,desktop,45-54,festive,2024-08-08,23192.0,380068,6424,7828,785,563,1393,395,4.7,4395491.85,24442.28,4371049.569999999,17883.15,72.76,171.0
search,google ads,north,mobile,45-54,monsoon,2025-06-25,182778.0,2786796,114240,99765,8728,10739,44335,8590,3.8,45470814.6,153112.89,45317701.71,29597.57,24.26,263.0
affiliate,linkedin,north,mobile,45-54,festive,2025-05-10,51612.0,532563,14548,9297,1824,295,853,242,4.2,3449948.36,48456.05,3401492.31,7019.75,27.11,431.0
search,facebook,south,mobile,35-44,festive,2023-09-27,276601.0,7092073,275637,310135,56431,45921,15089,3057,4.0,26405250.22,280119.58,26125130.64,9326.42,21.73,171.0
search,instagram,north,desktop,45-54,winter,2023-06-23,23763.0,151238,4523,2349,278,323,924,167,3.8,1646131.06,23461.83,1622669.23,6916.21,26.26,96.0
search,linkedin,central,mobile,55+,summer,2024-04-02,25863.0,358570,13363,16846,3423,1362,3216,153,4.3,252203.25,25138.04,227065.21,903.27,65.59,161.0
search,x,north,tablet,25-34,winter,2025-05-27,63353.0,1060171,28283,18981,2403,671,2782,703,4.1,5477782.65,68844.08,5408938.57,7856.8,22.67,209.0
email,x,west,tablet,35-44,summer,2023-09-14,38322.0,651301,20773,18042,2043,2488,3557,877,3.6,8531958.07,31898.69,8500059.38,26647.05,47.6,393.0
social media,x,central,desktop,25-34,monsoon,2025-12-22,87033.0,462392,6564,10313,2527,878,536,101,4.1,329298.84,73038.6,256260.24,350.86,41.63,64.0
influencer,youtube,north,tablet,35-44,winter,2025-06-09,25988.0,287538,6380,9574,493,299,1548,497,4.0,980627.03,25531.41,955095.62,3740.87,31.55,168.0
affiliate,facebook,north,desktop,55+,summer,2023-11-26,25242.0,174140,4388,6518,582,534,478,139,3.8,1295342.67,24899.96,1270442.71,5102.19,20.52,62.0
social media,x,north,mobile,45-54,festive,2023-01-07,22211.0,279054,5043,3419,835,355,852,113,4.0,530177.49,19864.99,510312.5,2568.9,37.23,371.0
email,x,east,desktop,25-34,festive,2024-12-07,17472.0,328677,10113,16591,2127,1153,1793,387,3.7,2632713.25,18013.59,2614699.66,14515.15,33.49,81.0
influencer,x,north,tablet,18-24,summer,2025-01-18,164907.0,2177692,109058,165242,31878,24668,9811,2089,3.4,2605772.84,174690.93,2431081.91,1391.65,73.37,79.0
affiliate,instagram,south,desktop,25-34,winter,2023-02-11,154964.0,2835122,78952,59834,9462,6679,21258,7058,3.3,9847826.22,139256.11,9708570.11,6971.74,56.09,58.0
influencer,youtube,central,mobile,35-44,winter,2024-11-28,21597.0,244350,6682,10644,1181,712,606,221,3.9,227778.29,18913.32,208864.97,1104.33,54.08,477.0
email,linkedin,south,desktop,45-54,summer,2023-12-11,432203.0,3057576,63502,58980,7967,5507,10137,2657,3.9,3325546.88,451319.19,2874227.69,636.85,20.3,161.0
search,instagram,north,desktop,18-24,festive,2023-08-21,43550.0,500394,10376,6124,425,345,611,47,3.8,226304.22,40872.71,185431.51,453.68,79.36,87.0
affiliate,facebook,west,desktop,18-24,winter,2025-09-16,74009.0,421982,14728,14926,3397,2191,2597,652,4.2,4783642.34,79890.54,4703751.8,5887.75,68.38,46.0
affiliate,linkedin,west,tablet,25-34,summer,2025-07-14,193088.0,1083551,30219,22389,1506,2348,7114,1488,4.0,8107046.55,188547.94,7918498.609999999,4199.73,50.04,201.0
email,linkedin,north,mobile,55+,festive,2023-05-19,48610.0,488536,12585,21336,2892,1986,1477,371,3.9,6007267.88,53076.87,5954191.01,11218.05,25.74,203.0
affiliate,facebook,north,mobile,55+,monsoon,2024-05-22,29310.0,422442,14164,9666,1543,832,1104,417,4.0,1240001.25,28406.41,1211594.84,4265.22,47.91,87.0
influencer,instagram,central,mobile,35-44,summer,2024-09-21,56637.0,923585,23857,22285,3282,878,6836,2824,4.3,15523550.37,55319.97,15468230.4,27961.39,34.41,95.0
search,google ads,central,mobile,35-44,winter,2023-01-23,8225.0,72569,1634,2414,518,163,392,72,3.9,77249.11,6842.6,70406.51,1028.94,52.87,228.0
search,x,north,tablet,35-44,festive,2023-11-11,168003.0,1865057,72134,66225,11933,7780,14986,2411,4.2,150368887.89999998,143831.09,150225056.80999997,104445.47,59.1,69.0
email,linkedin,south,mobile,18-24,summer,2023-10-25,48776.0,713782,29617,38594,9180,4098,1258,173,3.9,1271643.68,39382.87,1232260.8099999998,3128.93,30.26,101.0
email,youtube,north,tablet,35-44,summer,2023-11-08,64720.0,456472,9515,12201,1165,621,679,85,4.0,458535.83,65180.23,393355.6,603.49,38.69,104.0
affiliate,facebook,north,mobile,45-54,winter,2024-02-10,25433.0,453681,12940,21295,1977,928,4187,1387,3.8,7445598.04,20983.87,7424614.17,35382.48,60.27,200.0
search,google ads,central,desktop,25-34,festive,2025-09-01,99130.0,2118954,64551,111071,15485,7729,25882,6131,3.3,68906895.81,103839.55,68803056.26,66259.01,63.19,312.0
search,linkedin,south,mobile,25-34,monsoon,2024-10-25,71588.0,721515,21680,23862,2526,3319,3649,791,3.9,4810490.88,69414.89,4741075.99,6830.06,22.0,136.0
influencer,instagram,south,tablet,55+,festive,2024-12-05,35214.0,696492,18404,24755,1542,2401,5017,352,3.4,1862220.68,31154.57,1831066.11,5877.36,65.62,194.0
email,youtube,west,desktop,25-34,winter,2025-01-31,69536.0,1026161,31238,26001,1490,2220,3362,1086,4.6,7944186.03,70620.96,7873565.07,11149.05,72.57,67.0
affiliate,x,east,mobile,25-34,summer,2024-07-18,21128.0,359362,7170,9332,1056,579,324,23,4.0,118535.85,17800.43,100735.42,565.92,66.28,177.0
social media,facebook,east,tablet,55+,summer,2024-09-12,61204.0,845507,25676,45510,6114,1756,6640,569,4.0,2380080.25,57313.08,2322767.17,4052.77,77.17,104.0
influencer,google ads,central,desktop,25-34,summer,2024-09-30,102636.0,773743,14714,24418,1893,2146,2744,492,4.8,4646173.41,87328.79,4558844.62,5220.32,49.09,351.0
influencer,google ads,south,desktop,35-44,festive,2024-04-19,130697.0,3732605,67904,58831,11768,2787,13136,6243,2.9,90284889.73,142057.91,90142831.82,63454.99,34.7,290.0
email,instagram,west,mobile,45-54,summer,2023-01-10,110681.0,1214830,40195,35055,7968,4937,10974,967,4.6,8436869.51,108410.72,8328458.79,7682.32,37.93,51.0
affiliate,linkedin,north,desktop,18-24,festive,2024-09-23,51382.0,715044,19315,34287,3296,2327,4563,215,2.9,1299707.15,45641.84,1254065.3099999998,2747.62,33.78,171.0
email,youtube,east,mobile,55+,festive,2025-01-28,5032.0,131294,5320,3571,540,215,1315,228,3.9,2459527.24,4563.96,2454963.2800000003,53790.2,20.22,127.0
social media,google ads,north,desktop,45-54,festive,2024-08-30,35811.0,744006,27400,37714,4268,1679,10665,1755,3.8,26267213.08,34394.71,26232818.37,76269.92,63.71,256.0
search,linkedin,west,mobile,18-24,festive,2025-10-21,42039.0,399072,10470,12541,652,1782,842,77,4.7,1147687.53,37652.65,1110034.88,2948.09,72.21,66.0
search,youtube,central,desktop,25-34,monsoon,2023-06-04,47602.0,239339,8573,8524,974,824,1201,124,4.5,257956.23,51655.05,206301.18,399.38,65.62,124.0
search,youtube,north,desktop,25-34,festive,2025-04-21,55045.0,1402598,50558,32758,7037,2473,5508,2183,3.5,34759066.91,59322.12,34699744.79,58493.77,50.04,243.0
influencer,linkedin,north,mobile,45-54,winter,2023-05-24,29011.0,535819,14852,10929,2136,1185,3380,557,4.7,401778.05,31523.97,370254.08,1174.52,31.53,137.0
affiliate,google ads,central,mobile,25-34,monsoon,2023-03-01,22588.0,185306,6383,8212,1048,1031,413,97,4.2,721369.12,19086.49,702282.63,3679.48,53.36,250.0
email,x,east,mobile,35-44,monsoon,2025-02-16,44835.0,420067,10385,15493,3003,1520,2151,423,4.2,3452994.07,47302.26,3405691.81,7199.85,27.99,122.0
search,google ads,central,tablet,35-44,festive,2023-07-25,17718.0,353659,7533,7680,599,875,2164,227,4.3,3871465.7,17479.23,3853986.47,22048.95,50.04,161.0
search,x,south,mobile,45-54,festive,2025-11-20,18078.0,250980,11098,7602,463,423,1906,507,4.1,7416135.25,15479.61,7400655.64,47809.06,23.87,312.0
email,x,north,tablet,18-24,summer,2024-06-16,88437.0,1529357,61119,76944,14755,5957,12518,2782,3.0,3640825.49,84824.77,3556000.72,4192.17,67.3,106.0
affiliate,facebook,west,desktop,45-54,festive,2023-06-25,50015.0,1348097,42768,51402,11985,5599,1694,333,4.8,302822.76,54003.47,248819.29,460.75,47.76,88.0
social media,youtube,central,tablet,45-54,monsoon,2023-08-20,17462.0,144756,3967,5307,1224,525,1423,182,3.7,1153195.57,14310.28,1138885.29,7958.51,33.18,130.0
social media,x,north,desktop,55+,monsoon,2025-11-17,11604.0,147582,5998,8370,1362,368,631,64,4.4,539619.05,10572.02,529047.03,5004.22,64.36,193.0
email,instagram,south,desktop,25-34,winter,2025-02-14,110271.0,1241472,30978,50459,2819,1966,8399,2684,3.8,2518917.42,121254.91,2397662.51,1977.37,50.04,192.0
influencer,instagram,central,desktop,18-24,summer,2023-05-05,55719.0,886437,27749,46897,4309,1689,8107,695,4.0,3462041.16,56065.98,3405975.18,6074.94,64.93,142.0
email,linkedin,east,tablet,35-44,winter,2024-07-06,45339.0,730616,18822,21431,4552,2945,1506,193,4.8,913518.04,47505.61,866012.43,1822.97,69.85,384.0
social media,youtube,north,mobile,45-54,festive,2025-04-06,19840.0,322501,10561,9651,841,330,1763,444,3.6,3053982.5,15969.52,3038012.98,19023.82,63.21,102.0
search,linkedin,east,tablet,25-34,monsoon,2025-10-06,89960.0,1419448,20506,12703,2770,899,2205,237,3.5,2028171.86,75137.96,1953033.9,2599.26,50.04,154.0
email,google ads,east,mobile,25-34,winter,2023-12-27,18136.0,201734,6496,5251,664,609,838,329,4.7,3618351.36,17477.56,3600873.8,20602.84,40.01,13.0
search,x,north,tablet,55+,monsoon,2023-03-22,53541.0,394776,13517,10573,2015,1361,1154,71,5.0,631865.47,50628.18,581237.2899999999,1148.05,37.62,266.0
social media,instagram,west,mobile,35-44,monsoon,2025-07-20,42768.0,284403,4967,7312,1774,689,727,304,3.2,1180619.14,45584.84,1135034.2999999998,2489.94,50.99,37.0
email,x,west,mobile,55+,monsoon,2023-06-11,35684.0,545040,16781,7482,690,998,1677,279,4.1,1006694.1,37666.29,969027.81,2572.67,65.86,198.0
affiliate,youtube,central,mobile,45-54,winter,2023-08-08,31748.0,432146,12553,17948,975,2131,4577,949,4.1,6392207.42,27357.52,6364849.9,23265.45,57.99,78.0
affiliate,linkedin,east,desktop,35-44,winter,2023-10-30,49333.0,481053,2111,3737,609,208,205,17,4.0,52014.95,49297.43,2717.519999999997,5.51,54.96,256.0
search,youtube,north,desktop,55+,festive,2024-01-04,34498.0,796188,25646,33320,5098,3794,6890,1629,4.3,14096556.93,28867.88,14067689.05,48731.29,29.38,313.0
influencer,x,central,tablet,55+,monsoon,2024-02-13,40407.0,377104,8974,12707,1268,440,402,99,3.8,137198.11,42170.91,95027.19999999998,225.34,38.17,125.0
influencer,instagram,south,tablet,25-34,winter,2024-12-30,225240.0,2932449,47912,38038,4686,1339,3433,1035,3.8,1393545.16,199580.92,1193964.24,598.24,30.41,195.0
influencer,instagram,central,tablet,25-34,festive,2023-05-09,25167.0,497580,9609,15888,3230,865,743,303,5.0,2146226.44,25168.09,2121058.35,8427.57,70.42,137.0
influencer,google ads,west,tablet,25-34,monsoon,2023-10-15,32545.0,291881,7416,7314,876,584,927,411,4.4,9824369.1,33128.72,9791240.38,29555.14,29.42,123.0
affiliate,google ads,south,desktop,18-24,winter,2023-04-09,71687.0,383116,13461,10339,1179,1215,4056,852,2.3,8618438.26,72039.3,8546398.959999999,11863.52,66.92,90.0
email,google ads,central,tablet,45-54,winter,2025-10-27,278997.0,3575617,88594,54245,10188,5397,28847,5701,3.5,56944587.1,274744.07,56669843.03,20626.41,41.21,288.0
social media,youtube,central,desktop,35-44,winter,2025-02-21,52234.0,416004,11252,5790,1046,850,3287,1341,4.0,4126375.92,57358.6,4069017.32,7094.0,41.49,122.0
email,instagram,east,tablet,55+,festive,2023-02-10,50237.0,1469833,9154,15113,1220,708,2341,569,2.9,1469313.72,44615.0,1424698.72,3193.32,27.0,271.0
social media,youtube,east,tablet,18-24,monsoon,2024-03-17,48421.0,308931,12411,13556,3083,1743,568,144,4.5,402081.55,46426.93,355654.62,766.05,71.77,140.0
search,google ads,east,mobile,25-34,winter,2023-01-22,18176.0,353170,12389,6585,1171,960,5074,578,4.4,1019716.63,18333.54,1001383.09,5462.03,75.95,255.0
influencer,instagram,central,mobile,55+,summer,2024-01-12,55239.0,677728,21405,21590,1725,1544,3282,1223,3.5,2393727.24,53292.6,2340434.64,4391.67,48.25,77.0
affiliate,youtube,west,desktop,55+,monsoon,2023-07-28,66313.0,561962,13648,16126,1900,2260,568,40,3.7,344373.75,60109.95,284263.8,472.91,78.96,225.0
social media,facebook,central,mobile,45-54,summer,2024-06-21,45208.0,335714,10146,15536,779,627,1003,137,2.7,1033760.18,38787.89,994972.29,2565.16,34.03,187.0
email,google ads,central,tablet,18-24,monsoon,2023-07-28,40987.0,267596,7248,6569,680,729,1362,395,4.1,1455696.81,44117.05,1411579.76,3199.62,23.71,337.0
email,linkedin,north,mobile,18-24,summer,2025-09-30,29385.0,502360,8870,9338,1939,792,1706,195,4.1,1993220.43,24798.05,1968422.38,7937.81,57.61,75.0
affiliate,google ads,east,mobile,35-44,monsoon,2024-02-18,53414.0,379319,18065,10486,2063,1556,3668,1258,3.7,3439194.09,52949.03,3386245.06,6395.29,40.92,77.0
affiliate,facebook,central,tablet,25-34,monsoon,2023-08-30,106841.0,904478,24836,26826,5597,3873,5272,418,4.1,1680871.74,91433.99,1589437.75,1738.34,73.77,141.0
influencer,linkedin,north,mobile,25-34,winter,2023-12-06,98685.0,1054861,25995,28510,3343,3218,6514,936,3.7,3408061.28,85807.93,3322253.35,3871.73,78.54,229.0
social media,linkedin,south,desktop,55+,monsoon,2024-03-09,42915.0,458089,16441,10214,1384,740,4113,681,3.4,5254723.01,42004.7,5212718.31,12409.85,72.22,181.0
search,instagram,south,mobile,55+,summer,2023-09-08,35222.0,511489,9984,16640,3461,664,2424,367,4.0,776752.03,29900.48,746851.55,2497.79,47.17,303.0
influencer,google ads,central,tablet,45-54,festive,2025-04-16,81993.0,1041349,16861,14097,1848,1942,2231,892,4.3,12454334.51,87827.86,12366506.65,14080.39,22.59,239.0
influencer,youtube,west,tablet,25-34,monsoon,2023-03-25,138877.0,1206102,26359,25858,2579,2164,3501,424,3.2,3972653.73,128647.01,3844006.72,2988.03,24.15,113.0
social media,linkedin,central,desktop,18-24,festive,2025-08-15,25053.0,314718,7145,6832,1594,898,932,151,3.9,1504893.99,22873.65,1482020.34,6479.16,69.35,198.0
affiliate,youtube,central,desktop,45-54,festive,2023-10-14,79677.0,1363635,25924,19040,4236,2217,9781,1599,4.3,28382340.83,76073.46,28306267.37,37209.12,68.54,468.0
influencer,youtube,west,desktop,45-54,winter,2023-11-30,14540.0,259523,2630,2136,293,302,184,53,2.6,406758.96,12168.95,394590.01,3242.6,78.57,179.0
social media,google ads,east,mobile,18-24,monsoon,2023-02-10,74303.0,898338,23915,18870,1489,1750,7373,3480,5.0,26423667.01,67169.79,26356497.220000003,39238.62,66.96,143.0
search,google ads,east,desktop,55+,monsoon,2025-08-22,157216.0,1912526,56063,36949,2775,4334,22204,4776,3.5,34203373.21,169303.53,34034069.68,20102.4,63.46,161.0
social media,x,west,mobile,35-44,winter,2025-11-01,85522.0,730680,20865,24462,4894,2734,4692,1190,4.3,13340440.72,79224.47,13261216.25,16738.79,42.21,240.0
search,google ads,central,desktop,55+,winter,2023-07-21,38365.0,764367,20057,16390,1280,1274,4477,647,4.0,5997609.9,37204.03,5960405.87,16020.86,49.55,246.0
search,youtube,west,desktop,55+,winter,2024-03-31,85393.0,1193766,35581,26062,3264,2647,12750,4720,3.6,10570727.92,80039.56,10490688.36,13106.88,52.22,142.0
search,instagram,east,tablet,25-34,monsoon,2024-04-23,72230.0,328211,8046,5185,464,166,2063,451,3.5,826771.32,75262.24,751509.08,998.52,63.55,76.0
affiliate,facebook,central,desktop,55+,winter,2025-07-08,33193.0,315859,6531,9429,2109,688,1721,355,3.9,1618070.13,30374.62,1587695.5099999998,5227.05,25.59,221.0
affiliate,x,south,desktop,18-24,monsoon,2023-09-20,22793.0,303182,5330,2888,198,404,845,215,3.2,435596.59,24818.04,410778.5500000001,1655.16,23.6,188.0
affiliate,facebook,south,mobile,18-24,winter,2023-01-02,37704.0,330921,13670,16190,3780,2288,3970,1178,4.0,10031362.76,37214.2,9994148.56,26855.74,53.04,338.0
affiliate,linkedin,south,mobile,25-34,festive,2023-04-19,168996.0,4332604,65119,44357,5239,6433,5397,1442,4.0,5375187.39,141637.98,5233549.409999999,3695.02,65.93,121.0
influencer,youtube,north,desktop,55+,monsoon,2024-11-05,47713.0,508861,19433,24204,2598,2814,5940,1353,3.4,11138124.27,46062.45,11092061.82,24080.49,76.44,225.0
social media,linkedin,north,mobile,45-54,festive,2024-09-08,47578.0,1196766,51118,39306,7522,3579,10929,3369,3.4,23659704.96,48686.13,23611018.83,48496.4,49.33,464.0
influencer,linkedin,east,mobile,35-44,festive,2025-01-23,19093.0,314565,8128,10885,2053,1515,1299,366,4.0,1939730.66,20564.54,1919166.12,9332.4,37.6,30.0
influencer,google ads,central,mobile,55+,summer,2025-08-13,151400.0,1140143,14774,11337,2578,1417,3482,628,4.3,6153281.33,124729.06,6028552.2700000005,4833.32,57.43,99.0
affiliate,instagram,north,desktop,55+,winter,2023-09-29,113537.0,2003395,29477,44910,6917,2079,7257,2692,3.2,24525964.44,91181.98,24434782.46,26797.82,79.66,150.0
influencer,youtube,east,mobile,45-54,summer,2024-09-11,100808.0,1598515,39488,59877,5586,1868,14764,2715,3.3,18144719.04,82542.43,18062176.61,21882.29,51.12,331.0
influencer,x,east,tablet,18-24,summer,2025-02-07,23944.0,119395,4793,4354,320,466,738,183,2.6,1068482.63,20250.01,1048232.62,5176.45,20.73,121.0
influencer,linkedin,east,desktop,18-24,winter,2024-08-28,42666.0,300516,10377,9414,770,1320,2340,390,4.2,1742928.77,38775.23,1704153.54,4394.95,79.72,34.0
email,youtube,south,mobile,45-54,winter,2025-03-26,124506.0,1070094,32306,37088,6466,4010,4684,509,3.6,2917070.53,123191.98,2793878.55,2267.91,71.6,263.0
social media,x,west,desktop,35-44,monsoon,2023-12-03,46965.0,470217,8127,4667,391,593,1317,248,4.1,341948.93,39015.62,302933.31,776.44,65.16,90.0
affiliate,instagram,east,desktop,18-24,summer,2024-02-28,81979.0,905878,30687,52659,11330,3963,2476,499,3.5,3058289.99,88663.53,2969626.4600000004,3349.32,20.51,43.0
influencer,facebook,east,tablet,35-44,winter,2023-01-18,31070.0,497570,4740,6121,1303,588,296,21,4.3,56710.88,31723.16,24987.72,78.77,46.31,148.0
